Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,Session
106,,2024-12-19 09:30:00,,,,1.0,1.0,-13.75,-13.75,4.04,-17.79,-2.75,-13.75,-17.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
108,,2024-12-20 06:15:00,,,,-1.0,1.0,-487.5,-487.5,4.04,-491.54,-97.5,-487.5,-491.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(51.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
110,,2024-12-20 06:30:00,,,,1.0,1.0,16.25,16.25,4.04,12.21,3.25,16.25,12.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
112,,2024-12-20 07:45:00,,,,-1.0,1.0,-22.5,-22.5,4.04,-26.54,-4.5,-22.5,-26.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(72.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
114,,2024-12-20 08:15:00,,,,1.0,1.0,6.25,6.25,4.04,2.21,1.25,6.25,2.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
116,,2024-12-20 08:45:00,,,,-1.0,1.0,117.5,117.5,4.04,113.46,23.5,117.5,113.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(117.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
118,,2024-12-20 09:30:00,,,,1.0,1.0,-8.75,-8.75,4.04,-12.79,-1.75,-8.75,-12.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
120,,2024-12-20 10:45:00,,,,-1.0,1.0,280.0,280.0,4.04,275.96,56.0,280.0,275.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
122,,2024-12-20 15:30:00,,,,-1.0,1.0,-91.25,-91.25,4.04,-95.29,-18.25,-91.25,-95.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
124,,2024-12-23 07:30:00,,,,-1.0,1.0,-51.25,-51.25,4.04,-55.29,-10.25,-51.25,-55.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(51.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
126,,2024-12-23 08:15:00,,,,1.0,1.0,18.75,18.75,4.04,14.71,3.75,18.75,14.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
128,,2024-12-23 14:30:00,,,,-1.0,1.0,150.0,150.0,4.04,145.96,30.0,150.0,145.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
130,,2024-12-23 15:45:00,,,,-1.0,1.0,60.0,60.0,4.04,55.96,12.0,60.0,55.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
132,,2024-12-26 03:15:00,,,,1.0,1.0,-296.25,-296.25,4.04,-300.29,-59.25,-296.25,-300.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
134,,2024-12-26 07:30:00,,,,-1.0,1.0,-85.0,-85.0,4.04,-89.04,-17.0,-85.0,-89.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(53.75)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
136,,2024-12-26 07:45:00,,,,1.0,1.0,15.0,15.0,4.04,10.96,3.0,15.0,10.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
138,,2024-12-26 12:30:00,,,,-1.0,1.0,146.25,146.25,4.04,142.21,29.25,146.25,142.21,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
140,,2024-12-26 18:00:00,,,,-1.0,1.0,-38.75,-38.75,4.04,-42.79,-7.75,-38.75,-42.79,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
142,,2024-12-27 09:30:00,,,,-1.0,1.0,-107.5,-107.5,4.04,-111.54,-21.5,-107.5,-111.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
144,,2024-12-27 12:30:00,,,,1.0,1.0,333.75,333.75,4.04,329.71,66.75,333.75,329.71,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
146,,2024-12-27 16:00:00,,,,1.0,1.0,-90.0,-90.0,4.04,-94.04,-18.0,-90.0,-94.04,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
148,,2024-12-30 06:30:00,,,,-1.0,1.0,22.5,22.5,4.04,18.46,4.5,22.5,18.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
150,,2024-12-30 07:15:00,,,,1.0,1.0,35.0,35.0,4.04,30.96,7.0,35.0,30.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
152,,2024-12-30 16:00:00,,,,-1.0,1.0,-236.25,-236.25,4.04,-240.29,-47.25,-236.25,-240.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
154,,2024-12-31 04:15:00,,,,-1.0,1.0,80.0,80.0,4.04,75.96,16.0,80.0,75.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
156,,2024-12-31 12:45:00,,,,1.0,1.0,207.5,207.5,4.04,203.46,41.5,207.5,203.46,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
158,,2025-01-01 18:00:00,,,,1.0,1.0,-2.5,-2.5,4.04,-6.54,-0.5,-2.5,-6.54,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
160,,2025-01-02 03:30:00,,,,1.0,1.0,81.25,81.25,4.04,77.21,16.25,81.25,77.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(81.25)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
162,,2025-01-02 04:00:00,,,,-1.0,1.0,32.5,32.5,4.04,28.46,6.5,32.5,28.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
164,,2025-01-02 09:15:00,,,,1.0,1.0,-38.75,-38.75,4.04,-42.79,-7.75,-38.75,-42.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(72.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
166,,2025-01-02 10:30:00,,,,-1.0,1.0,-121.25,-121.25,4.04,-125.29,-24.25,-121.25,-125.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
168,,2025-01-02 13:00:00,,,,1.0,1.0,167.5,167.5,4.04,163.46,33.5,167.5,163.46,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
170,,2025-01-02 15:45:00,,,,1.0,1.0,-125.0,-125.0,4.04,-129.04,-25.0,-125.0,-129.04,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
172,,2025-01-03 06:45:00,,,,1.0,1.0,37.5,37.5,4.04,33.46,7.5,37.5,33.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
174,,2025-01-03 08:30:00,,,,-1.0,1.0,38.75,38.75,4.04,34.71,7.75,38.75,34.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
176,,2025-01-03 09:30:00,,,,1.0,1.0,-42.5,-42.5,4.04,-46.54,-8.5,-42.5,-46.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
178,,2025-01-03 14:45:00,,,,-1.0,1.0,255.0,255.0,4.04,250.96,51.0,255.0,250.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
180,,2025-01-06 15:00:00,,,,1.0,1.0,-41.25,-41.25,4.04,-45.29,-8.25,-41.25,-45.29,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
182,,2025-01-07 03:45:00,,,,-1.0,1.0,47.5,47.5,4.04,43.46,9.5,47.5,43.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
184,,2025-01-07 09:30:00,,,,1.0,1.0,-90.0,-90.0,4.04,-94.04,-18.0,-90.0,-94.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
186,,2025-01-08 04:15:00,,,,-1.0,1.0,-357.5,-357.5,4.04,-361.54,-71.5,-357.5,-361.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
188,,2025-01-08 06:30:00,,,,1.0,1.0,48.75,48.75,4.04,44.71,9.75,48.75,44.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(67.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
190,,2025-01-08 07:00:00,,,,-1.0,1.0,-31.25,-31.25,4.04,-35.29,-6.25,-31.25,-35.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(57.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
192,,2025-01-08 07:15:00,,,,1.0,1.0,58.75,58.75,4.04,54.71,11.75,58.75,54.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(157.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
194,,2025-01-08 08:30:00,,,,-1.0,1.0,47.5,47.5,4.04,43.46,9.5,47.5,43.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(50.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
196,,2025-01-08 08:45:00,,,,1.0,1.0,20.0,20.0,4.04,15.96,4.0,20.0,15.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(130.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
198,,2025-01-08 09:00:00,,,,-1.0,1.0,56.25,56.25,4.04,52.21,11.25,56.25,52.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(86.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
200,,2025-01-08 09:15:00,,,,1.0,1.0,40.0,40.0,4.04,35.96,8.0,40.0,35.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(113.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
202,,2025-01-08 12:15:00,,,,-1.0,1.0,-65.0,-65.0,4.04,-69.04,-13.0,-65.0,-69.04,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
204,,2025-01-08 13:15:00,,,,1.0,1.0,-122.5,-122.5,4.04,-126.54,-24.5,-122.5,-126.54,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
206,,2025-01-08 18:00:00,,,,-1.0,1.0,-10.0,-10.0,4.04,-14.04,-2.0,-10.0,-14.04,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
208,,2025-01-09 07:30:00,,,,1.0,1.0,41.25,41.25,4.04,37.21,8.25,41.25,37.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
210,,2025-01-09 08:15:00,,,,-1.0,1.0,40.0,40.0,4.04,35.96,8.0,40.0,35.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
212,,2025-01-09 09:15:00,,,,1.0,1.0,63.75,63.75,4.04,59.71,12.75,63.75,59.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(62.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
214,,2025-01-10 03:15:00,,,,-1.0,1.0,40.0,40.0,4.04,35.96,8.0,40.0,35.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
216,,2025-01-10 04:45:00,,,,1.0,1.0,52.5,52.5,4.04,48.46,10.5,52.5,48.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(58.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
218,,2025-01-10 05:45:00,,,,-1.0,1.0,55.0,55.0,4.04,50.96,11.0,55.0,50.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
220,,2025-01-10 07:15:00,,,,1.0,1.0,43.75,43.75,4.04,39.71,8.75,43.75,39.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(88.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
